UserId;UserName;NormalizedUserName;Email;NormalizedEmail;EmailConfirmed;PasswordHash;SecurityStamp;ConcurrencyStamp;PhoneNumber;PhoneNumberConfirmed;TwoFactorEnabled;LockoutEnd;LockoutEnabled;AccessFailedCount;IsMultiTenant;TenantId
8AE4EB41-A758-A789-4197-4B0035553A75;vanessa@gmail.com;VANESSA@GMAIL.COM;vanessa@gmail.com;VANESSA@GMAIL.COM;true;AQAAAAEAACcQAAAAEJusaPpl6dR9J42t4DqEVusQLPGlXfz1pkzn5lBQf9AtGNElk8piCz1oBFOfPVdgKw==;614F8F06-8160-3D01-30E9-2A0FE1695FD9;B013BEE7-9D9D-367D-0E74-DE96017684E9;null;false;false;null;false;0;false;206c645a-2966-4ad9-19a3-dced7c201bc4
1AA6E273-9CAF-2363-73A7-B091235E6E7D;flavio@gmail.com;FLAVIO@GMAIL.COM;flavio@gmail.com;FLAVIO@GMAIL.COM;true;AQAAAAEAACcQAAAAEJusaPpl6dR9J42t4DqEVusQLPGlXfz1pkzn5lBQf9AtGNElk8piCz1oBFOfPVdgKw==;458FCAF0-333F-6157-4FD6-4ADD1C9E083B;9DA17337-9392-8060-1EDC-392F290B861A;null;false;false;null;false;0;false;206c645a-2966-4ad9-19a3-dced7c201bc4
A583850A-A120-7534-0ED9-21FDA93D1D44;fabricio@gmail.com;FABRICIO@GMAIL.COM;fabricio@gmail.com;FABRICIO@GMAIL.COM;true;AQAAAAEAACcQAAAAEJusaPpl6dR9J42t4DqEVusQLPGlXfz1pkzn5lBQf9AtGNElk8piCz1oBFOfPVdgKw==;EB849557-5CC6-4397-A033-729AF5051D11;269D5A95-0A1C-5FD9-8C5E-9617034218FB;null;false;false;null;false;0;false;206c645a-2966-4ad9-19a3-dced7c201bc4
70E441E5-9B9E-25F6-0A9B-2FE6E2393747;eliton@gmail.com;ELITON@GMAIL.COM;eliton@gmail.com;ELITON@GMAIL.COM;true;AQAAAAEAACcQAAAAEJusaPpl6dR9J42t4DqEVusQLPGlXfz1pkzn5lBQf9AtGNElk8piCz1oBFOfPVdgKw==;2FAD9C62-2B3F-0DE7-936B-88E2E1DC2CDC;417AECB4-3DC2-875B-257E-3C832F5347D2;null;false;false;null;false;0;false;206c645a-2966-4ad9-19a3-dced7c201bc4
44467B79-785C-A70D-2D4F-F798F2726834;leandrosilva@gmail.com;LEANDROSILVA@GMAIL.COM;leandrosilva@gmail.com;LEANDROSILVA@GMAIL.COM;true;AQAAAAEAACcQAAAAEJusaPpl6dR9J42t4DqEVusQLPGlXfz1pkzn5lBQf9AtGNElk8piCz1oBFOfPVdgKw==;172FB732-9451-1AAE-9500-7EB5390FA352;9D4304BD-58D1-13F1-1D62-B05F1FEE06FE;null;false;false;null;false;0;false;206c645a-2966-4ad9-19a3-dced7c201bc4
DECD4010-A2EC-1427-8A58-BF5414911977;rodrigoramos@gmail.com;RODRIGORAMOS@GMAIL.COM;rodrigoramos@gmail.com;RODRIGORAMOS@GMAIL.COM;true;AQAAAAEAACcQAAAAEJusaPpl6dR9J42t4DqEVusQLPGlXfz1pkzn5lBQf9AtGNElk8piCz1oBFOfPVdgKw==;3C7799EF-7F63-5DC1-8C06-29CC7A676A86;AC45AFB6-7D29-519C-11BD-FAE984227BBA;null;false;false;null;false;0;false;206c645a-2966-4ad9-19a3-dced7c201bc4
EC337ADA-96DB-A6EA-4DE7-57032BDC7343;sandrigo@gmail.com;SANDRIGO@GMAIL.COM;sandrigo@gmail.com;SANDRIGO@GMAIL.COM;true;AQAAAAEAACcQAAAAEJusaPpl6dR9J42t4DqEVusQLPGlXfz1pkzn5lBQf9AtGNElk8piCz1oBFOfPVdgKw==;1F217947-8A4D-47B4-0094-376D99795CC7;E3B3272B-A666-37CF-4BBD-B3DE1C3E5338;null;false;false;null;false;0;false;206c645a-2966-4ad9-19a3-dced7c201bc4
C3E12876-8256-35D9-37F6-A35B497444C1;josesergio@gmail.com;JOSESERGIO@GMAIL.COM;josesergio@gmail.com;JOSESERGIO@GMAIL.COM;true;AQAAAAEAACcQAAAAEJusaPpl6dR9J42t4DqEVusQLPGlXfz1pkzn5lBQf9AtGNElk8piCz1oBFOfPVdgKw==;1C8BBC80-1655-9427-3A23-DA48FF1262FE;6F3B0792-2316-8EE3-633D-1968860F3B7E;null;false;false;null;false;0;false;206c645a-2966-4ad9-19a3-dced7c201bc4
79DF61B4-8EE0-2EC0-0855-ACE7D5F14DDE;patricio@gmail.com;PATRICIO@GMAIL.COM;patricio@gmail.com;PATRICIO@GMAIL.COM;true;AQAAAAEAACcQAAAAEJusaPpl6dR9J42t4DqEVusQLPGlXfz1pkzn5lBQf9AtGNElk8piCz1oBFOfPVdgKw==;9058E6D5-302B-37A2-A59D-0656BFA495B7;D6E81374-154A-909B-7574-E121C165A475;null;false;false;null;false;0;false;206c645a-2966-4ad9-19a3-dced7c201bc4
169DE375-92AB-7ED7-040A-0F6C3E445AE8;tiago@gmail.com;TIAGO@GMAIL.COM;tiago@gmail.com;TIAGO@GMAIL.COM;true;AQAAAAEAACcQAAAAEJusaPpl6dR9J42t4DqEVusQLPGlXfz1pkzn5lBQf9AtGNElk8piCz1oBFOfPVdgKw==;DD8E23F6-6C3E-2FB1-55E7-793B0C0C9274;EC6CFE89-7302-59C0-5242-A72ECE353D97;null;false;false;null;false;0;false;206c645a-2966-4ad9-19a3-dced7c201bc4
A67EB8B7-9508-5D84-77DB-9517D12A0D61;eduardocesar@gmail.com;EDUARDOCESAR@GMAIL.COM;eduardocesar@gmail.com;EDUARDOCESAR@GMAIL.COM;true;AQAAAAEAACcQAAAAEJusaPpl6dR9J42t4DqEVusQLPGlXfz1pkzn5lBQf9AtGNElk8piCz1oBFOfPVdgKw==;9FD21075-33EA-8F63-A419-09169EDE8B58;AA5CE0E7-496B-5410-7144-984D3D698215;null;false;false;null;false;0;false;206c645a-2966-4ad9-19a3-dced7c201bc4
BC93F319-6E45-1E6B-5A79-EDDB2CC185FC;cemilda@gmail.com;CEMILDA@GMAIL.COM;cemilda@gmail.com;CEMILDA@GMAIL.COM;true;AQAAAAEAACcQAAAAEJusaPpl6dR9J42t4DqEVusQLPGlXfz1pkzn5lBQf9AtGNElk8piCz1oBFOfPVdgKw==;4B3CBE0F-46D3-467C-2550-F0B5A3510BF7;A87AB86C-11ED-46EC-7048-4CB5E7280E6E;null;false;false;null;false;0;false;206c645a-2966-4ad9-19a3-dced7c201bc4
C676C06B-49CF-8D8A-9129-45D8ECB78A0E;cesar@gmail.com;CESAR@GMAIL.COM;cesar@gmail.com;CESAR@GMAIL.COM;true;AQAAAAEAACcQAAAAEJusaPpl6dR9J42t4DqEVusQLPGlXfz1pkzn5lBQf9AtGNElk8piCz1oBFOfPVdgKw==;162EE38B-515D-73E1-9D67-70703CE30006;ADCA11D5-104D-11E4-7FD9-48FC87B0A2F5;null;false;false;null;false;0;false;206c645a-2966-4ad9-19a3-dced7c201bc4
87721687-3948-27ED-7A07-91709B30831E;juliomedeiros@gmail.com;JULIOMEDEIROS@GMAIL.COM;juliomedeiros@gmail.com;JULIOMEDEIROS@GMAIL.COM;true;AQAAAAEAACcQAAAAEJusaPpl6dR9J42t4DqEVusQLPGlXfz1pkzn5lBQf9AtGNElk8piCz1oBFOfPVdgKw==;0ED9E9AB-6BD4-224E-A4EB-617678DB3A2C;F264D0A1-95BF-3D8F-429B-B7ECB57237C2;null;false;false;null;false;0;false;206c645a-2966-4ad9-19a3-dced7c201bc4
7992CE6C-38A5-23F8-026B-DB93AB895939;daniel@gmail.com;DANIEL@GMAIL.COM;daniel@gmail.com;DANIEL@GMAIL.COM;true;AQAAAAEAACcQAAAAEJusaPpl6dR9J42t4DqEVusQLPGlXfz1pkzn5lBQf9AtGNElk8piCz1oBFOfPVdgKw==;CAFBFEB7-482E-8387-02B2-85F9426861E3;D52311F5-1F1D-A250-987D-00C8646723F6;null;false;false;null;false;0;false;206c645a-2966-4ad9-19a3-dced7c201bc4
CD0A4826-A503-6F2B-A096-873FF7F16702;ramirys@gmail.com;RAMIRYS@GMAIL.COM;ramirys@gmail.com;RAMIRYS@GMAIL.COM;true;AQAAAAEAACcQAAAAEJusaPpl6dR9J42t4DqEVusQLPGlXfz1pkzn5lBQf9AtGNElk8piCz1oBFOfPVdgKw==;68CB97AE-8269-0A64-9BA4-F29D038C98DC;7EE345F2-948A-189E-437F-7DD658789E12;null;false;false;null;false;0;false;206c645a-2966-4ad9-19a3-dced7c201bc4
